student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies_flat,devices_type,devices_brand,devices_year,skills_soft,skills_tech.python,skills_tech.excel,skills_tech.sql,family_siblings,family_income.father,family_income.mother,address_city,address_district,address_postal_code
487,Linda French,18,Female,90,+1-655-977-5808,New Robert,Incorrect email format,1992-01-27 00:00:00,Data science,100,pending,,,154.0,2015-03-06 00:00:00,"Apartment 9, Cochranland district, Tashkent, UZ, 100971",,,,,,,,,,,,Tashkent,Cochranland,100971
488,Darin Butler,22,Female,54,Unknown,Hunterview,Incorrect email format,1999-12-30 00:00:00,Other,,inactive,2.0,average,253.0,2018-08-07 09:23:00,"BROKEN,ADDRESS,DATA,,,","send, space",laptop,Dell,2020.0,"['strategy', 'hear']",5.0,5.0,4.0,3.0,757.0,1335.0,,,
488,Darin Butler,22,Female,54,Unknown,Hunterview,Incorrect email format,1999-12-30 00:00:00,Other,,inactive,2.0,average,253.0,2018-08-07 09:23:00,"BROKEN,ADDRESS,DATA,,,","send, space",phone,Samsung,2023.0,"['avoid', 'include']",5.0,3.0,5.0,2.0,829.0,631.0,,,
489,Unknown,19,Male,,Unknown,South Zachary,yolandarodriguez@hall-baird.com,2010-04-24 01:56:00,Data science,100,active,,excellent,230.0,1976-12-13 00:00:00,"Port Jayton 7-kv, dom 3, Tashkent",,,,,,,,,,,,Tashkent,Port Jayton,
490,Unknown,21,Female,59,+1-592-495-1232,Batesside,kevin16@gmail.com,2021-10-27 18:58:09,Python,100,inactive,,excellent,198.0,1983-08-29 00:00:00,"80592 Wiley Views Suite 243, East Thomasville","each, team",laptop,HP,2024.0,"['color', 'main']",1.0,5.0,4.0,2.0,1287.0,408.0,East Thomasville,,
490,Unknown,21,Female,59,+1-592-495-1232,Batesside,kevin16@gmail.com,2021-10-27 18:58:09,Python,100,inactive,,excellent,198.0,1983-08-29 00:00:00,"80592 Wiley Views Suite 243, East Thomasville","each, team",phone,Apple,2023.0,"['affect', 'prepare']",1.0,3.0,4.0,3.0,558.0,689.0,East Thomasville,,
491,Richard Sandoval,20,Male,90,+1-515-268-2891,West Matthew,frankmcguire@galloway.com,1979-02-13 00:00:00,Other,92,inactive,4.46,good,70.0,1989-11-16 00:00:00,"North James 7-kv, dom 5, Tashkent","article, drug",laptop,HP,2019.0,"['data', 'technology']",5.0,4.0,5.0,0.0,1399.0,1094.0,Tashkent,North James,
491,Richard Sandoval,20,Male,90,+1-515-268-2891,West Matthew,frankmcguire@galloway.com,1979-02-13 00:00:00,Other,92,inactive,4.46,good,70.0,1989-11-16 00:00:00,"North James 7-kv, dom 5, Tashkent","article, drug",phone,Xiaomi,2019.0,"['throughout', 'last']",2.0,2.0,4.0,5.0,1117.0,593.0,Tashkent,North James,
492,Unknown,18,Unknown,90,+1-517-075-5970,Rivasstad,Incorrect email format,2000-07-13 00:00:00,Data science,84,active,3.7,,96.0,1976-05-09 04:44:25,"Apartment 30, North Kimberlymouth district, Tashkent, UZ, 100183",,,,,"['choice', 'prove']",4.0,4.0,2.0,3.0,881.0,297.0,Tashkent,North Kimberlymouth,100183
493,Raymond Schultz,19,Male,95,+1-561-804-2963,North Jordanton,Incorrect email format,2003-01-04 00:00:00,Data science,,pending,1.1,excellent,163.0,2001-05-06 00:00:00,"38022 Theresa Highway Suite 457, East Markbury",,,,,"['assume', 'late']",1.0,2.0,2.0,1.0,454.0,658.0,East Markbury,,
494,Unknown,20,Male,90,+1-935-314-2098,West Josephburgh,Incorrect email format,1999-02-28 00:00:00,Python,100,active,,good,180.0,1995-10-30 02:37:49,UZ 100134 Tashkent Fitzgeraldside,,,,,"['newspaper', 'look']",2.0,5.0,5.0,2.0,1337.0,528.0,Tashkent,Fitzgeraldside,100134
495,Unknown,20,Unknown,93,+1-599-634-0361,New Carolyn,Incorrect email format,2012-11-11 00:00:00,Data science,100,active,,average,268.0,1982-11-22 18:35:00,UZ 100401 Tashkent Port Christopher,,,,,"['believe', 'stock']",2.0,5.0,2.0,1.0,1214.0,592.0,Tashkent,Port Christopher,100401
496,Ruth Pierce,20,Unknown,72,+1-788-046-2945,West Joelstad,Incorrect email format,1977-07-29 00:00:00,Data science,100,pending,,good,221.0,2003-02-07 00:00:00,"655 Hughes Rapid Suite 623, New Kevin","consumer, operation",laptop,Dell,2023.0,"['occur', 'training']",5.0,1.0,5.0,0.0,373.0,699.0,New Kevin,,
496,Ruth Pierce,20,Unknown,72,+1-788-046-2945,West Joelstad,Incorrect email format,1977-07-29 00:00:00,Data science,100,pending,,good,221.0,2003-02-07 00:00:00,"655 Hughes Rapid Suite 623, New Kevin","consumer, operation",phone,Samsung,2021.0,"['others', 'actually']",5.0,5.0,4.0,1.0,1008.0,679.0,New Kevin,,
497,Unknown,20,Male,74,+1-364-486-3509,Destinybury,Incorrect email format,2021-01-21 12:26:06,Python,92,pending,,excellent,188.0,1979-11-28 00:00:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284","hotel, serve",laptop,Lenovo,2016.0,,,,,,,,Tashkent,Bakerhaven,100284
497,Unknown,20,Male,74,+1-364-486-3509,Destinybury,Incorrect email format,2021-01-21 12:26:06,Python,92,pending,,excellent,188.0,1979-11-28 00:00:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284","hotel, serve",phone,Xiaomi,2019.0,"['really', 'eye']",1.0,5.0,5.0,5.0,1041.0,306.0,Tashkent,Bakerhaven,100284
498,Unknown,21,Male,90,Unknown,Angelafurt,ahouston@gmail.com,2021-06-27 00:00:00,Other,,inactive,,excellent,151.0,1972-05-26 00:00:00,"27108 Mark Ranch, Jenniferchester","close, class",laptop,Lenovo,2015.0,"['deal', 'each']",5.0,2.0,5.0,5.0,509.0,343.0,Jenniferchester,,
498,Unknown,21,Male,90,Unknown,Angelafurt,ahouston@gmail.com,2021-06-27 00:00:00,Other,,inactive,,excellent,151.0,1972-05-26 00:00:00,"27108 Mark Ranch, Jenniferchester","close, class",phone,Xiaomi,2021.0,,,,,,,,Jenniferchester,,
499,Unknown,20,Male,77,+1-089-673-5998,Carolshire,taylorwilliam@knapp.com,2022-01-22 07:45:11,Data science,,inactive,1.17,average,85.0,2023-01-14 12:50:16,"89583 Crawford Crescent, Port William","during, similar",laptop,HP,2019.0,,,,,,,,Port William,,
499,Unknown,20,Male,77,+1-089-673-5998,Carolshire,taylorwilliam@knapp.com,2022-01-22 07:45:11,Data science,,inactive,1.17,average,85.0,2023-01-14 12:50:16,"89583 Crawford Crescent, Port William","during, similar",phone,Samsung,2023.0,"['pay', 'attention']",3.0,3.0,4.0,1.0,987.0,601.0,Port William,,
500,Jason Johnson,19,Female,61,+1-975-142-8955,Mariachester,Incorrect email format,1979-03-22 07:15:00,Data science,,active,,excellent,162.0,1971-02-03 14:15:08,"47640 Lambert Camp Apt. 309, Port Keithport",,,,,,,,,,,,Port Keithport,,
501,Dominique Steele,22,Male,77,Unknown,Natalieland,Incorrect email format,1971-08-04 00:00:00,Data science,,inactive,,good,66.0,1988-09-09 00:00:00,"847 Thompson Fall Suite 006, Pooleburgh","and, have",laptop,HP,2024.0,"['reach', 'unit']",1.0,2.0,3.0,1.0,1437.0,1091.0,Pooleburgh,,
501,Dominique Steele,22,Male,77,Unknown,Natalieland,Incorrect email format,1971-08-04 00:00:00,Data science,,inactive,,good,66.0,1988-09-09 00:00:00,"847 Thompson Fall Suite 006, Pooleburgh","and, have",phone,Samsung,2024.0,"['night', 'rather']",5.0,4.0,1.0,2.0,1220.0,1068.0,Pooleburgh,,
502,Erica Fisher,21,Unknown,91,+1-629-321-7183,North Jeffreytown,Incorrect email format,2012-01-07 04:36:30,Other,64,inactive,2.0,average,277.0,2009-12-12 06:45:00,UZ 100612 Tashkent New Catherinemouth,,,,,"['put', 'leg']",3.0,5.0,1.0,4.0,734.0,1405.0,Tashkent,New Catherinemouth,100612
503,Bonnie Fitzpatrick,20,Female,76,Unknown,Lake Allison,goldengregory@garcia.net,2003-02-25 00:00:00,Data science,100,active,4.5,,165.0,2020-12-11 21:06:54,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234","nation, great",laptop,Lenovo,2019.0,"['behavior', 'situation']",2.0,3.0,5.0,4.0,682.0,1487.0,Tashkent,Lake Gregory,100234
503,Bonnie Fitzpatrick,20,Female,76,Unknown,Lake Allison,goldengregory@garcia.net,2003-02-25 00:00:00,Data science,100,active,4.5,,165.0,2020-12-11 21:06:54,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234","nation, great",phone,Apple,2018.0,"['head', 'always']",2.0,1.0,2.0,5.0,1440.0,1458.0,Tashkent,Lake Gregory,100234
504,Tara Wood,21,Female,92,+1-194-387-2135,Sethtown,troywalters@thornton-obrien.info,2006-02-20 00:00:00,Other,,active,,,93.0,1975-04-12 11:14:27,"Carrieside 11-kv, dom 25, Tashkent",,,,,"['research', 'under']",2.0,4.0,5.0,5.0,357.0,805.0,Tashkent,Carrieside,
505,Cody Smith,20,Male,90,+1-700-975-7215,East Michealstad,reginald97@bell.com,2009-04-27 00:00:00,Data science,100,inactive,0.0,good,190.0,1990-09-28 00:00:00,"West Lindaburgh 28-kv, dom 1, Tashkent","really, coach",laptop,HP,2017.0,"['important', 'various']",3.0,3.0,1.0,1.0,693.0,463.0,Tashkent,West Lindaburgh,
505,Cody Smith,20,Male,90,+1-700-975-7215,East Michealstad,reginald97@bell.com,2009-04-27 00:00:00,Data science,100,inactive,0.0,good,190.0,1990-09-28 00:00:00,"West Lindaburgh 28-kv, dom 1, Tashkent","really, coach",phone,Xiaomi,2022.0,,,,,,,,Tashkent,West Lindaburgh,
506,Philip Johnson,18,Female,53,+1-998-997-7232,West Morganton,Incorrect email format,1990-01-30 03:14:00,Other,90,active,0.0,good,221.0,1986-09-02 00:00:00,UZ 100704 Tashkent South Breannaview,,,,,,,,,,,,Tashkent,South Breannaview,100704
507,Jeremy Gonzales,22,Male,90,Unknown,Savagefort,Incorrect email format,2023-08-01 12:46:31,Data science,,inactive,1.55,,172.0,1978-05-11 00:00:00,"Port Jose 5-kv, dom 24, Tashkent",,,,,,,,,,,,Tashkent,Port Jose,
508,Patrick Morris,20,Unknown,90,+1-612-513-1237,Port Erinfort,arianawashington@yahoo.com,2011-11-04 00:00:00,Data science,,inactive,,excellent,171.0,1998-04-19 03:54:23,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","pull, young",laptop,HP,2020.0,,,,,,,,Tashkent,Rickyport,100191
508,Patrick Morris,20,Unknown,90,+1-612-513-1237,Port Erinfort,arianawashington@yahoo.com,2011-11-04 00:00:00,Data science,,inactive,,excellent,171.0,1998-04-19 03:54:23,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","pull, young",phone,Apple,2020.0,"['last', 'year']",4.0,5.0,2.0,5.0,1262.0,656.0,Tashkent,Rickyport,100191
509,Unknown,20,Male,,+1-132-107-2376,Lake Paul,ywatkins@hotmail.com,1996-02-01 02:27:00,Data science,100,active,4.5,average,204.0,1993-10-27 00:00:00,UZ 100167 Tashkent New Aaron,"reflect, anything",laptop,Dell,2015.0,"['attack', 'surface']",4.0,2.0,5.0,0.0,609.0,212.0,Tashkent,New Aaron,100167
509,Unknown,20,Male,,+1-132-107-2376,Lake Paul,ywatkins@hotmail.com,1996-02-01 02:27:00,Data science,100,active,4.5,average,204.0,1993-10-27 00:00:00,UZ 100167 Tashkent New Aaron,"reflect, anything",phone,Samsung,2023.0,,,,,,,,Tashkent,New Aaron,100167
510,Jodi Collins,18,Female,95,+1-269-952-1256,Gabrielhaven,kylerivera@hotmail.com,1981-09-17 20:59:04,Data science,98,inactive,,,78.0,2021-07-25 02:11:14,"Reyesfurt 8-kv, dom 19, Tashkent",,,,,,,,,,,,Tashkent,Reyesfurt,
511,Unknown,19,Female,,+1-599-034-2124,Smithshire,rachel94@yahoo.com,1995-05-17 00:00:00,Python,85,inactive,3.7,excellent,105.0,1990-01-07 00:00:00,"Davisville 14-kv, dom 40, Tashkent",,,,,,,,,,,,Tashkent,Davisville,
512,Richard Black,20,Male,63,+1-715-632-2350,West Donaldfort,Incorrect email format,1989-03-04 00:00:00,Data science,100,active,3.59,excellent,254.0,1970-01-29 11:05:00,"4538 Frost Mill, North Lisa","yourself, anyone",laptop,Dell,2017.0,,,,,,,,North Lisa,,
512,Richard Black,20,Male,63,+1-715-632-2350,West Donaldfort,Incorrect email format,1989-03-04 00:00:00,Data science,100,active,3.59,excellent,254.0,1970-01-29 11:05:00,"4538 Frost Mill, North Lisa","yourself, anyone",phone,Samsung,2024.0,"['each', 'focus']",3.0,5.0,5.0,5.0,625.0,1472.0,North Lisa,,
513,Donald Barker,20,Unknown,,Unknown,West Shawnview,Incorrect email format,2022-12-30 04:24:00,Python,94,inactive,,average,267.0,2012-03-14 15:23:57,"54212 Kyle Club Apt. 536, Fletcherfurt",,,,,,,,,,,,Fletcherfurt,,
514,Logan Molina,21,Male,90,+1-007-545-2962,Micheleport,nathan37@howard-parsons.com,1986-05-25 00:00:00,Python,100,inactive,3.77,average,57.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26, Tashkent","body, occur",laptop,HP,2024.0,,,,,,,,Tashkent,Debraville,
514,Logan Molina,21,Male,90,+1-007-545-2962,Micheleport,nathan37@howard-parsons.com,1986-05-25 00:00:00,Python,100,inactive,3.77,average,57.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26, Tashkent","body, occur",phone,Apple,2018.0,"['the', 'culture']",4.0,5.0,2.0,3.0,924.0,769.0,Tashkent,Debraville,
515,Unknown,22,Female,90,Unknown,Steeleshire,rangelmichelle@gmail.com,1970-10-06 00:00:00,Data science,86,inactive,1.33,good,183.0,1970-03-15 00:00:00,"8384 Michael Knoll Suite 400, Jamesview","get, like",laptop,HP,2019.0,"['organization', 'catch']",1.0,2.0,1.0,5.0,356.0,313.0,Jamesview,,
515,Unknown,22,Female,90,Unknown,Steeleshire,rangelmichelle@gmail.com,1970-10-06 00:00:00,Data science,86,inactive,1.33,good,183.0,1970-03-15 00:00:00,"8384 Michael Knoll Suite 400, Jamesview","get, like",phone,Xiaomi,2018.0,"['relate', 'soldier']",4.0,5.0,3.0,0.0,1467.0,1312.0,Jamesview,,
516,Sherry Rivera,19,Male,93,+1-752-409-6717,North Tylerhaven,Incorrect email format,2018-08-10 00:00:00,Data science,65,pending,0.0,excellent,281.0,2023-01-04 23:05:30,"Apartment 20, West Briana district, Tashkent, UZ, 100038",,,,,"['hit', 'together']",1.0,2.0,2.0,2.0,1335.0,309.0,Tashkent,West Briana,100038
517,Unknown,20,Male,90,Unknown,Port Benjamin,Incorrect email format,1975-10-04 00:00:00,Data science,100,pending,2.0,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","current, truth",laptop,HP,2021.0,"['size', 'laugh']",1.0,1.0,2.0,2.0,517.0,535.0,Tashkent,North David,100437
517,Unknown,20,Male,90,Unknown,Port Benjamin,Incorrect email format,1975-10-04 00:00:00,Data science,100,pending,2.0,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","current, truth",phone,Samsung,2019.0,"['goal', 'skill']",4.0,5.0,4.0,1.0,943.0,974.0,Tashkent,North David,100437
518,Unknown,18,Unknown,90,+1-608-151-1642,South Steven,brianna72@yahoo.com,1973-01-15 00:00:00,Other,71,active,3.7,excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515","rule, specific",laptop,HP,2020.0,"['reduce', 'election']",2.0,5.0,1.0,1.0,647.0,1099.0,Tashkent,North Eric,100515
518,Unknown,18,Unknown,90,+1-608-151-1642,South Steven,brianna72@yahoo.com,1973-01-15 00:00:00,Other,71,active,3.7,excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515","rule, specific",phone,Xiaomi,2020.0,"['choose', 'evidence']",3.0,2.0,3.0,4.0,1417.0,483.0,Tashkent,North Eric,100515
519,Debra Hanson,19,Male,,Unknown,Sarahton,Incorrect email format,2000-09-09 09:27:00,Data science,,active,,average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","field, well",laptop,Dell,2017.0,,,,,,,,Tashkent,Michaelhaven,100000
519,Debra Hanson,19,Male,,Unknown,Sarahton,Incorrect email format,2000-09-09 09:27:00,Data science,,active,,average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","field, well",phone,Xiaomi,2022.0,,,,,,,,Tashkent,Michaelhaven,100000
520,Unknown,19,Male,63,Unknown,Danielfurt,beckjoseph@yates-green.info,2022-09-20 02:10:17,Data science,100,pending,4.5,average,174.0,1987-11-02 00:00:00,"0127 Salazar Hollow, Kimberlyfurt","mouth, perhaps",laptop,Lenovo,2019.0,,,,,,,,Kimberlyfurt,,
520,Unknown,19,Male,63,Unknown,Danielfurt,beckjoseph@yates-green.info,2022-09-20 02:10:17,Data science,100,pending,4.5,average,174.0,1987-11-02 00:00:00,"0127 Salazar Hollow, Kimberlyfurt","mouth, perhaps",phone,Apple,2019.0,"['prove', 'PM']",5.0,2.0,1.0,2.0,1153.0,761.0,Kimberlyfurt,,
521,Maxwell Smith,18,Male,,+1-792-546-0992,New Laura,Incorrect email format,1977-05-23 00:00:00,Data science,62,active,3.7,excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5, Tashkent","consumer, there",laptop,HP,2019.0,,,,,,,,Tashkent,Taylorstad,
521,Maxwell Smith,18,Male,,+1-792-546-0992,New Laura,Incorrect email format,1977-05-23 00:00:00,Data science,62,active,3.7,excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5, Tashkent","consumer, there",phone,Samsung,2021.0,,,,,,,,Tashkent,Taylorstad,
522,Unknown,20,Male,67,+1-191-971-2973,Leachberg,Incorrect email format,1983-06-11 00:00:00,Python,100,active,4.5,excellent,83.0,2023-10-12 11:48:07,"BROKEN,ADDRESS,DATA,,,","back, tell",laptop,Lenovo,2020.0,"['amount', 'try']",4.0,4.0,1.0,0.0,587.0,1190.0,,,
522,Unknown,20,Male,67,+1-191-971-2973,Leachberg,Incorrect email format,1983-06-11 00:00:00,Python,100,active,4.5,excellent,83.0,2023-10-12 11:48:07,"BROKEN,ADDRESS,DATA,,,","back, tell",phone,Apple,2022.0,,,,,,,,,,
523,Matthew Madden,20,Unknown,81,+1-199-491-4573,Port Samanthaport,Incorrect email format,1996-02-09 00:00:00,Data science,100,active,,good,70.0,2023-04-11 18:02:39,"Ashleyfurt 26-kv, dom 22, Tashkent","could, if",laptop,Dell,2024.0,,,,,,,,Tashkent,Ashleyfurt,
523,Matthew Madden,20,Unknown,81,+1-199-491-4573,Port Samanthaport,Incorrect email format,1996-02-09 00:00:00,Data science,100,active,,good,70.0,2023-04-11 18:02:39,"Ashleyfurt 26-kv, dom 22, Tashkent","could, if",phone,Samsung,2020.0,"['seven', 'fire']",3.0,3.0,2.0,3.0,610.0,461.0,Tashkent,Ashleyfurt,
524,David Sanchez,18,Female,72,+1-664-042-7375,Elizabethside,Incorrect email format,2015-10-29 00:00:00,Data science,100,inactive,4.5,excellent,292.0,2023-10-19 02:30:27,"98293 April Keys, New Timothyfurt",,,,,,,,,,,,New Timothyfurt,,
525,Kayla Walker,18,Unknown,50,Unknown,South Maria,ethanwilliams@hotmail.com,1994-06-04 00:00:00,Python,100,inactive,,excellent,188.0,2020-09-28 00:00:00,"8564 Sara Plaza, Lake Davidbury","wear, challenge",laptop,HP,2016.0,"['player', 'store']",2.0,4.0,4.0,3.0,973.0,366.0,Lake Davidbury,,
525,Kayla Walker,18,Unknown,50,Unknown,South Maria,ethanwilliams@hotmail.com,1994-06-04 00:00:00,Python,100,inactive,,excellent,188.0,2020-09-28 00:00:00,"8564 Sara Plaza, Lake Davidbury","wear, challenge",phone,Xiaomi,2022.0,"['focus', 'such']",3.0,3.0,2.0,3.0,529.0,1141.0,Lake Davidbury,,
526,Angela Stark,20,Female,,+1-305-985-7137,North Johnville,Incorrect email format,2010-04-02 02:49:27,Other,100,inactive,4.5,good,206.0,2008-03-22 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,"['suggest', 'artist']",1.0,5.0,3.0,3.0,522.0,1255.0,,,
527,Anthony Grant,18,Female,,+1-618-190-1805,North Ashley,Incorrect email format,2001-07-25 18:51:00,Data science,100,inactive,0.0,average,115.0,2017-01-27 04:18:00,"Apartment 16, Allisonville district, Tashkent, UZ, 100171",,,,,"['able', 'blue']",4.0,4.0,3.0,1.0,1298.0,1314.0,Tashkent,Allisonville,100171
528,Austin Christian,21,Unknown,,+1-831-215-8415,Morenoshire,Incorrect email format,2022-09-02 15:57:08,Other,100,pending,4.5,average,232.0,2018-10-09 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,"['explain', 'might']",3.0,4.0,3.0,4.0,1108.0,1251.0,,,
529,Jonathan Hendricks,18,Female,,+1-839-383-1519,New Ashley,jeremiahwiggins@simmons.biz,2022-03-07 08:51:25,Data science,,active,,,138.0,2023-01-31 03:36:02,"85228 Yoder Fields Suite 360, Davidside",,,,,,,,,,,,Davidside,,
530,Leslie Cox,22,Female,,Unknown,Rickyside,Incorrect email format,2022-08-27 00:00:00,Python,62,active,2.04,,277.0,1994-10-04 00:00:00,"East Ryan 7-kv, dom 2, Tashkent","animal, by",laptop,HP,2017.0,,,,,,,,Tashkent,East Ryan,
530,Leslie Cox,22,Female,,Unknown,Rickyside,Incorrect email format,2022-08-27 00:00:00,Python,62,active,2.04,,277.0,1994-10-04 00:00:00,"East Ryan 7-kv, dom 2, Tashkent","animal, by",phone,Samsung,2021.0,"['coach', 'moment']",3.0,2.0,3.0,2.0,766.0,1329.0,Tashkent,East Ryan,
531,William Powell,21,Female,77,+1-297-459-8801,West Christopherhaven,Incorrect email format,2016-03-19 00:00:00,Data science,95,inactive,,excellent,276.0,1999-06-30 00:00:00,"911 Shields Via, Debbiehaven",,,,,"['ok', 'environmental']",2.0,5.0,1.0,4.0,770.0,294.0,Debbiehaven,,
532,Unknown,18,Female,92,Unknown,Robertside,xpeters@osborn.com,1976-02-23 00:00:00,Data science,71,pending,2.0,average,141.0,2020-11-08 21:57:00,"BROKEN,ADDRESS,DATA,,,","bring, relate",laptop,HP,2016.0,"['leg', 'think']",1.0,5.0,3.0,2.0,1437.0,1390.0,,,
532,Unknown,18,Female,92,Unknown,Robertside,xpeters@osborn.com,1976-02-23 00:00:00,Data science,71,pending,2.0,average,141.0,2020-11-08 21:57:00,"BROKEN,ADDRESS,DATA,,,","bring, relate",phone,Samsung,2020.0,"['I', 'bed']",1.0,5.0,1.0,3.0,1431.0,1217.0,,,
533,Unknown,20,Female,81,+1-282-743-6299,Josephberg,Incorrect email format,2003-07-06 00:00:00,Other,100,inactive,,excellent,181.0,2010-02-13 00:00:00,"9400 Richard Way, Dennisport",,,,,"['week', 'kitchen']",2.0,2.0,4.0,3.0,469.0,1117.0,Dennisport,,
534,David Young,19,Male,70,+1-863-661-4738,Julianshire,Incorrect email format,2020-11-28 01:25:24,Data science,64,pending,,,169.0,1985-07-06 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,
535,Brianna Howell,,Female,73,Unknown,Ortegaview,Incorrect email format,1975-03-26 00:00:00,Data science,100,inactive,2.97,average,144.0,1987-10-25 09:29:00,"4072 Martinez Inlet, West Douglasville",,,,,"['expert', 'race']",1.0,2.0,5.0,4.0,1404.0,1152.0,West Douglasville,,
536,Maria Harvey,,Female,90,Unknown,Port Emilyburgh,Incorrect email format,2023-02-28 09:06:00,Data science,94,active,4.5,,60.0,1998-06-29 02:48:00,UZ 100658 Tashkent South Elizabethfurt,"decade, police",laptop,Lenovo,2023.0,,,,,,,,Tashkent,South Elizabethfurt,100658
536,Maria Harvey,,Female,90,Unknown,Port Emilyburgh,Incorrect email format,2023-02-28 09:06:00,Data science,94,active,4.5,,60.0,1998-06-29 02:48:00,UZ 100658 Tashkent South Elizabethfurt,"decade, police",phone,Samsung,2019.0,,,,,,,,Tashkent,South Elizabethfurt,100658
537,Bobby Lee,20,Female,,Unknown,Lake Frank,Incorrect email format,1986-07-27 00:00:00,Python,100,inactive,4.5,average,90.0,2023-07-27 12:43:48,UZ 100636 Tashkent Port Bryan,,,,,"['spend', 'all']",1.0,4.0,2.0,3.0,1281.0,1226.0,Tashkent,Port Bryan,100636
538,Unknown,20,Female,93,+1-210-314-9222,South Christopherborough,Incorrect email format,1988-01-08 13:27:06,Data science,69,inactive,4.5,average,221.0,2002-01-16 00:00:00,"53120 Logan Overpass Apt. 207, East Ryan","hundred, between",laptop,Lenovo,2022.0,"['edge', 'role']",1.0,2.0,3.0,5.0,700.0,768.0,East Ryan,,
538,Unknown,20,Female,93,+1-210-314-9222,South Christopherborough,Incorrect email format,1988-01-08 13:27:06,Data science,69,inactive,4.5,average,221.0,2002-01-16 00:00:00,"53120 Logan Overpass Apt. 207, East Ryan","hundred, between",phone,Apple,2020.0,"['treat', 'civil']",5.0,3.0,3.0,3.0,828.0,775.0,East Ryan,,
539,Kimberly Greer,19,Male,,Unknown,Lewischester,Incorrect email format,2007-07-05 00:00:00,Other,100,inactive,,average,142.0,1987-08-30 00:00:00,"Apartment 47, Thompsonbury district, Tashkent, UZ, 100192",,,,,"['front', 'fight']",1.0,1.0,2.0,5.0,1080.0,1422.0,Tashkent,Thompsonbury,100192
540,Christopher Glenn,19,Male,88,Unknown,West Sandra,Incorrect email format,1985-11-20 00:00:00,Python,100,active,,good,119.0,1973-01-22 00:00:00,"49187 Samantha Forges, East Cindy","Congress, member",laptop,HP,2024.0,"['main', 'money']",5.0,2.0,3.0,0.0,1401.0,869.0,East Cindy,,
540,Christopher Glenn,19,Male,88,Unknown,West Sandra,Incorrect email format,1985-11-20 00:00:00,Python,100,active,,good,119.0,1973-01-22 00:00:00,"49187 Samantha Forges, East Cindy","Congress, member",phone,Samsung,2023.0,"['phone', 'write']",4.0,3.0,1.0,2.0,879.0,705.0,East Cindy,,
541,Unknown,18,Unknown,50,+1-670-628-6626,Joshuaton,Incorrect email format,2021-08-14 11:49:41,Data science,,pending,2.99,good,92.0,2011-11-08 00:00:00,"88512 Harris Path Suite 804, Lake Sarahport",,,,,,,,,,,,Lake Sarahport,,
542,Christopher Bradford,,Unknown,,+1-833-275-0028,Banksview,Incorrect email format,2005-11-15 00:00:00,Python,,active,4.5,excellent,272.0,2022-02-13 08:32:07,UZ 100996 Tashkent New Jessicastad,,,,,"['to', 'dog']",1.0,2.0,2.0,0.0,200.0,419.0,Tashkent,New Jessicastad,100996
543,Connor Gonzales,18,Male,90,+1-282-702-7361,West Hunter,Incorrect email format,1997-04-28 15:42:00,Python,70,pending,,good,81.0,1977-07-14 00:00:00,"903 Sanchez Fall, West Yvonneside","them, suffer",laptop,HP,2020.0,,,,,,,,West Yvonneside,,
543,Connor Gonzales,18,Male,90,+1-282-702-7361,West Hunter,Incorrect email format,1997-04-28 15:42:00,Python,70,pending,,good,81.0,1977-07-14 00:00:00,"903 Sanchez Fall, West Yvonneside","them, suffer",phone,Xiaomi,2024.0,,,,,,,,West Yvonneside,,
544,Samantha Howard,20,Unknown,,+1-992-189-5672,Williamview,Incorrect email format,1979-09-22 06:28:00,Data science,61,active,,excellent,52.0,1980-08-17 10:24:00,UZ 100303 Tashkent Elizabethstad,,,,,,,,,,,,Tashkent,Elizabethstad,100303
